date,year,n1,n2,n3,n4,n5,n6,div1_prize,div1_winners,url
22/7/2022,2022,5,12,21,30,34,38,"47,333,350",1,https://lottery.hk/en/mark-six/results/2022-07-22
26/7/2022,2022,6,14,23,31,38,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-07-26
28/7/2022,2022,8,13,16,21,23,49,"12,000,000",0,https://lottery.hk/en/mark-six/results/2022-07-28
30/7/2022,2022,21,25,34,37,41,46,"21,531,600",1,https://lottery.hk/en/mark-six/results/2022-07-30
2/8/2022,2022,4,8,9,11,42,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-02
4/8/2022,2022,13,24,30,35,36,39,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-04
9/8/2022,2022,1,12,25,28,36,46,"18,489,150",3,https://lottery.hk/en/mark-six/results/2022-08-09
11/8/2022,2022,7,12,22,26,43,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-11
13/8/2022,2022,6,22,25,33,38,47,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-13
16/8/2022,2022,7,20,31,35,41,47,"24,301,130",0.5,https://lottery.hk/en/mark-six/results/2022-08-16
18/8/2022,2022,2,8,19,21,24,47,"19,987,420",0.5,https://lottery.hk/en/mark-six/results/2022-08-18
20/8/2022,2022,8,17,19,28,31,35,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-20
23/8/2022,2022,4,8,9,10,30,42,"20,000,000",0,https://lottery.hk/en/mark-six/results/2022-08-23
25/8/2022,2022,16,19,32,33,42,46,"18,078,230",1.5,https://lottery.hk/en/mark-six/results/2022-08-25
27/8/2022,2022,12,22,34,35,39,45,"8,000,000",1,https://lottery.hk/en/mark-six/results/2022-08-27
30/8/2022,2022,7,8,9,17,24,25,"8,000,000",1,https://lottery.hk/en/mark-six/results/2022-08-30
1/9/2022,2022,23,24,30,31,45,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-01
3/9/2022,2022,2,8,12,19,35,45,"12,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-03
6/9/2022,2022,14,22,35,37,42,46,"17,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-06
8/9/2022,2022,8,14,15,20,41,44,"24,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-08
13/9/2022,2022,2,4,20,38,40,46,"29,226,960",3,https://lottery.hk/en/mark-six/results/2022-09-13
15/9/2022,2022,21,23,29,30,33,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-15
17/9/2022,2022,5,17,22,24,34,38,"12,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-17
20/9/2022,2022,4,7,14,18,27,31,"17,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-20
22/9/2022,2022,8,11,31,32,33,36,"24,000,000",0,https://lottery.hk/en/mark-six/results/2022-09-22
24/9/2022,2022,4,6,10,27,29,46,"34,648,370",1,https://lottery.hk/en/mark-six/results/2022-09-24
27/9/2022,2022,2,18,29,30,32,47,"8,000,000",1,https://lottery.hk/en/mark-six/results/2022-09-27
29/9/2022,2022,6,8,18,36,37,44,"8,000,000",1,https://lottery.hk/en/mark-six/results/2022-09-29
2/10/2022,2022,1,7,11,24,27,38,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-02
4/10/2022,2022,7,8,12,13,26,43,"11,440,530",0.5,https://lottery.hk/en/mark-six/results/2022-10-04
6/10/2022,2022,4,11,21,28,31,47,"10,454,840",0.5,https://lottery.hk/en/mark-six/results/2022-10-06
8/10/2022,2022,7,11,28,31,43,48,"10,556,950",1,https://lottery.hk/en/mark-six/results/2022-10-08
11/10/2022,2022,1,5,10,25,36,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-11
13/10/2022,2022,1,10,14,38,47,48,"12,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-13
15/10/2022,2022,18,21,25,28,38,44,"21,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-15
18/10/2022,2022,7,25,26,39,44,45,"28,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-18
20/10/2022,2022,20,24,27,31,32,49,"37,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-20
22/10/2022,2022,12,15,16,42,44,45,"46,000,000",0,https://lottery.hk/en/mark-six/results/2022-10-22
25/10/2022,2022,27,28,30,34,35,48,"67,977,820",0.5,https://lottery.hk/en/mark-six/results/2022-10-25
29/10/2022,2022,4,5,12,15,28,29,"52,210,140",1,https://lottery.hk/en/mark-six/results/2022-10-29
1/11/2022,2022,2,12,14,32,41,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-01
3/11/2022,2022,10,13,19,21,27,49,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-03
5/11/2022,2022,7,11,22,23,28,32,"19,627,440",1,https://lottery.hk/en/mark-six/results/2022-11-05
8/11/2022,2022,10,20,27,32,38,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-08
10/11/2022,2022,11,12,14,18,29,30,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-10
13/11/2022,2022,5,12,18,19,26,33,"19,971,910",1,https://lottery.hk/en/mark-six/results/2022-11-13
15/11/2022,2022,17,18,32,38,44,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-15
17/11/2022,2022,1,9,27,32,33,35,"6,965,150",2,https://lottery.hk/en/mark-six/results/2022-11-17
19/11/2022,2022,6,11,27,39,46,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-19
22/11/2022,2022,6,10,11,13,32,46,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-22
24/11/2022,2022,3,12,14,19,25,28,"19,644,220",1,https://lottery.hk/en/mark-six/results/2022-11-24
26/11/2022,2022,14,25,28,29,43,44,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-11-26
29/11/2022,2022,12,18,22,28,31,40,"12,879,910",1,https://lottery.hk/en/mark-six/results/2022-11-29
1/12/2022,2022,14,18,27,32,39,42,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-01
3/12/2022,2022,2,15,31,34,38,41,"13,780,810",0.5,https://lottery.hk/en/mark-six/results/2022-12-03
6/12/2022,2022,6,11,17,30,44,46,"10,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-06
8/12/2022,2022,17,19,35,39,44,46,"18,752,260",0.5,https://lottery.hk/en/mark-six/results/2022-12-08
10/12/2022,2022,6,12,20,25,39,49,"13,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-10
13/12/2022,2022,12,38,39,40,45,49,"19,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-13
15/12/2022,2022,5,7,18,26,31,45,"28,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-15
17/12/2022,2022,6,14,15,26,35,40,"34,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-17
20/12/2022,2022,28,36,37,38,41,45,"43,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-20
22/12/2022,2022,16,18,19,33,41,46,"59,781,380",1,https://lottery.hk/en/mark-six/results/2022-12-22
25/12/2022,2022,2,7,11,14,18,39,"8,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-25
27/12/2022,2022,5,13,18,32,39,45,"12,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-27
29/12/2022,2022,1,2,21,33,41,45,"18,000,000",0,https://lottery.hk/en/mark-six/results/2022-12-29
3/1/2023,2023,7,20,25,27,35,43,"86,256,300",1,https://lottery.hk/en/mark-six/results/2023-01-03
5/1/2023,2023,5,9,19,34,36,49,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-01-05
7/1/2023,2023,10,31,33,34,43,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-07
10/1/2023,2023,2,21,24,29,35,47,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-10
12/1/2023,2023,6,22,26,27,40,45,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-12
14/1/2023,2023,3,5,16,26,35,38,"14,321,080",2,https://lottery.hk/en/mark-six/results/2023-01-14
17/1/2023,2023,10,15,29,34,38,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-17
19/1/2023,2023,17,25,27,29,36,49,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-19
26/1/2023,2023,2,3,23,31,32,43,"92,400,130",0.5,https://lottery.hk/en/mark-six/results/2023-01-26
28/1/2023,2023,2,12,16,38,45,46,"57,000,000",0,https://lottery.hk/en/mark-six/results/2023-01-28
2/2/2023,2023,2,8,23,33,34,35,"56,039,410",1.5,https://lottery.hk/en/mark-six/results/2023-02-02
4/2/2023,2023,14,18,25,29,31,42,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-04
7/2/2023,2023,4,11,13,14,30,37,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-07
9/2/2023,2023,1,9,13,27,29,40,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-09
11/2/2023,2023,13,18,22,29,34,41,"31,022,110",1,https://lottery.hk/en/mark-six/results/2023-02-11
14/2/2023,2023,3,13,19,32,33,39,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-14
16/2/2023,2023,8,9,13,22,38,39,"5,289,720",2.5,https://lottery.hk/en/mark-six/results/2023-02-16
18/2/2023,2023,4,12,20,28,34,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-18
21/2/2023,2023,8,19,29,30,33,41,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-21
23/2/2023,2023,8,16,32,42,47,48,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-23
25/2/2023,2023,14,25,27,28,44,47,"30,000,000",0,https://lottery.hk/en/mark-six/results/2023-02-25
28/2/2023,2023,8,13,29,33,40,42,"41,228,280",1,https://lottery.hk/en/mark-six/results/2023-02-28
2/3/2023,2023,14,17,19,32,39,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-02
4/3/2023,2023,1,9,15,26,42,44,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-04
7/3/2023,2023,4,11,12,26,37,40,"22,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-07
9/3/2023,2023,1,4,7,14,31,37,"27,975,670",0.5,https://lottery.hk/en/mark-six/results/2023-03-09
12/3/2023,2023,11,12,13,20,35,43,"19,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-12
14/3/2023,2023,1,2,10,12,18,37,"27,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-14
16/3/2023,2023,18,21,28,30,34,40,"35,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-16
18/3/2023,2023,4,7,17,34,42,48,"48,270,680",1,https://lottery.hk/en/mark-six/results/2023-03-18
21/3/2023,2023,8,13,18,30,33,41,"5,333,330",1.5,https://lottery.hk/en/mark-six/results/2023-03-21
23/3/2023,2023,5,14,17,20,22,32,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-23
25/3/2023,2023,11,15,18,26,31,37,"15,024,910",1,https://lottery.hk/en/mark-six/results/2023-03-25
28/3/2023,2023,9,10,16,41,44,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-28
30/3/2023,2023,1,8,12,36,42,47,"14,000,000",0,https://lottery.hk/en/mark-six/results/2023-03-30
1/4/2023,2023,8,9,12,19,21,40,"21,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-01
4/4/2023,2023,15,19,20,24,36,47,"27,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-04
8/4/2023,2023,1,13,17,18,33,36,"12,168,880",3.5,https://lottery.hk/en/mark-six/results/2023-04-08
11/4/2023,2023,12,23,29,40,42,43,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-11
13/4/2023,2023,9,14,15,32,36,48,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-13
16/4/2023,2023,10,12,18,20,23,36,"23,293,190",1,https://lottery.hk/en/mark-six/results/2023-04-16
18/4/2023,2023,20,23,27,28,30,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-18
20/4/2023,2023,1,20,24,28,38,46,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-20
22/4/2023,2023,2,6,7,9,17,19,"7,602,480",2,https://lottery.hk/en/mark-six/results/2023-04-22
25/4/2023,2023,20,26,38,43,46,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-04-25
27/4/2023,2023,8,12,21,43,44,49,"15,042,030",1,https://lottery.hk/en/mark-six/results/2023-04-27
29/4/2023,2023,7,8,17,19,27,40,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-04-29
2/5/2023,2023,4,10,20,32,38,49,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-05-02
4/5/2023,2023,2,10,28,37,47,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-04
6/5/2023,2023,1,5,14,15,21,25,"12,530,890",1,https://lottery.hk/en/mark-six/results/2023-05-06
9/5/2023,2023,7,10,22,25,32,35,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-09
11/5/2023,2023,17,18,28,30,32,33,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-11
14/5/2023,2023,1,4,9,35,37,48,"22,308,760",1,https://lottery.hk/en/mark-six/results/2023-05-14
16/5/2023,2023,2,18,27,31,32,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-16
18/5/2023,2023,5,6,12,16,41,47,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-18
20/5/2023,2023,1,19,22,26,46,47,"18,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-20
23/5/2023,2023,4,14,15,37,41,49,"26,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-23
25/5/2023,2023,3,14,18,26,40,43,"35,000,000",0,https://lottery.hk/en/mark-six/results/2023-05-25
27/5/2023,2023,11,20,21,22,27,32,"49,073,940",1,https://lottery.hk/en/mark-six/results/2023-05-27
30/5/2023,2023,3,9,15,30,32,41,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-05-30
1/6/2023,2023,14,30,32,42,45,47,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-06-01
3/6/2023,2023,2,16,24,25,47,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-03
6/6/2023,2023,6,12,34,42,45,48,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-06
8/6/2023,2023,4,22,24,28,45,46,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-08
11/6/2023,2023,14,16,18,22,30,47,"28,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-11
13/6/2023,2023,14,16,22,26,36,42,"40,948,040",1,https://lottery.hk/en/mark-six/results/2023-06-13
15/6/2023,2023,5,13,17,20,33,38,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2023-06-15
17/6/2023,2023,18,22,31,35,44,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-17
20/6/2023,2023,8,18,31,34,35,47,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-20
22/6/2023,2023,14,15,24,30,37,39,"38,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-22
24/6/2023,2023,1,11,14,16,26,36,"56,344,000",0.5,https://lottery.hk/en/mark-six/results/2023-06-24
27/6/2023,2023,7,10,16,18,29,45,"35,000,000",0,https://lottery.hk/en/mark-six/results/2023-06-27
29/6/2023,2023,6,10,18,21,22,33,"19,056,090",2.5,https://lottery.hk/en/mark-six/results/2023-06-29
2/7/2023,2023,3,6,25,29,35,42,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-02
4/7/2023,2023,5,15,20,29,32,37,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-04
8/7/2023,2023,1,11,22,26,38,39,"25,256,940",0.5,https://lottery.hk/en/mark-six/results/2023-07-08
11/7/2023,2023,7,19,22,27,40,47,"18,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-11
13/7/2023,2023,3,8,11,23,36,38,"24,082,090",0.5,https://lottery.hk/en/mark-six/results/2023-07-13
15/7/2023,2023,4,9,12,33,37,42,"17,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-15
18/7/2023,2023,15,16,34,36,39,40,"26,751,000",1,https://lottery.hk/en/mark-six/results/2023-07-18
20/7/2023,2023,4,16,18,34,35,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-20
25/7/2023,2023,1,2,10,13,29,47,"21,616,130",2.5,https://lottery.hk/en/mark-six/results/2023-07-25
27/7/2023,2023,13,15,17,18,20,43,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2023-07-27
29/7/2023,2023,13,23,26,40,41,43,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-07-29
1/8/2023,2023,2,7,25,28,31,35,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-01
3/8/2023,2023,3,14,23,30,33,44,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-03
5/8/2023,2023,2,8,24,39,41,44,"29,063,330",1,https://lottery.hk/en/mark-six/results/2023-08-05
8/8/2023,2023,4,7,18,28,30,40,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-08
10/8/2023,2023,2,3,4,13,18,42,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-10
12/8/2023,2023,3,12,13,17,24,36,"18,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-12
15/8/2023,2023,4,12,17,37,38,39,"13,292,970",2,https://lottery.hk/en/mark-six/results/2023-08-15
17/8/2023,2023,3,9,15,18,21,37,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-17
19/8/2023,2023,8,14,18,20,23,25,"6,369,920",2,https://lottery.hk/en/mark-six/results/2023-08-19
22/8/2023,2023,1,5,7,12,48,49,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-08-22
24/8/2023,2023,6,18,29,31,44,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-24
26/8/2023,2023,16,26,31,35,39,46,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-08-26
29/8/2023,2023,3,6,7,33,36,46,"20,215,930",1,https://lottery.hk/en/mark-six/results/2023-08-29
31/8/2023,2023,10,15,17,21,40,44,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-08-31
3/9/2023,2023,15,20,25,39,45,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-03
5/9/2023,2023,2,5,20,24,27,32,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-05
7/9/2023,2023,20,22,24,25,29,49,"18,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-07
9/9/2023,2023,4,6,19,32,39,42,"26,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-09
12/9/2023,2023,4,10,12,16,30,32,"34,785,090",1,https://lottery.hk/en/mark-six/results/2023-09-12
14/9/2023,2023,17,27,30,31,32,38,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-14
16/9/2023,2023,10,24,34,40,41,45,"12,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-16
19/9/2023,2023,8,9,10,27,35,38,"21,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-19
21/9/2023,2023,1,10,22,28,33,46,"29,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-21
23/9/2023,2023,3,27,28,35,44,46,"35,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-23
28/9/2023,2023,9,12,30,31,45,48,"87,091,760",0.5,https://lottery.hk/en/mark-six/results/2023-09-28
30/9/2023,2023,6,8,11,26,35,47,"52,000,000",0,https://lottery.hk/en/mark-six/results/2023-09-30
3/10/2023,2023,8,16,32,39,40,43,"47,871,870",1.5,https://lottery.hk/en/mark-six/results/2023-10-03
5/10/2023,2023,2,11,20,29,41,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-10-05
7/10/2023,2023,4,9,12,36,43,47,"13,755,970",1,https://lottery.hk/en/mark-six/results/2023-10-07
10/10/2023,2023,1,12,22,23,34,39,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-10-10
12/10/2023,2023,2,13,23,28,30,31,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2023-10-12
14/10/2023,2023,1,29,31,42,47,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-10-14
17/10/2023,2023,8,18,24,34,41,42,"14,000,000",0,https://lottery.hk/en/mark-six/results/2023-10-17
19/10/2023,2023,1,13,18,32,34,49,"22,000,000",0,https://lottery.hk/en/mark-six/results/2023-10-19
21/10/2023,2023,6,8,12,31,32,46,"30,402,240",1,https://lottery.hk/en/mark-six/results/2023-10-21
24/10/2023,2023,19,20,29,45,48,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-10-24
26/10/2023,2023,11,16,27,32,33,37,"15,461,650",1,https://lottery.hk/en/mark-six/results/2023-10-26
31/10/2023,2023,4,33,35,36,41,49,"57,679,340",1,https://lottery.hk/en/mark-six/results/2023-10-31
2/11/2023,2023,3,14,32,37,43,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-02
4/11/2023,2023,2,13,16,28,40,44,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-04
7/11/2023,2023,7,16,26,31,47,49,"21,842,120",0.5,https://lottery.hk/en/mark-six/results/2023-11-07
9/11/2023,2023,1,4,18,25,30,49,"19,982,510",0.5,https://lottery.hk/en/mark-six/results/2023-11-09
12/11/2023,2023,19,26,32,34,37,44,"18,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-12
14/11/2023,2023,2,15,27,36,37,48,"24,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-14
16/11/2023,2023,3,5,8,16,26,33,"16,459,630",2,https://lottery.hk/en/mark-six/results/2023-11-16
18/11/2023,2023,6,25,29,30,34,35,"8,000,000",1,https://lottery.hk/en/mark-six/results/2023-11-18
21/11/2023,2023,9,11,15,17,19,44,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-21
23/11/2023,2023,11,16,24,27,28,32,"13,171,710",1,https://lottery.hk/en/mark-six/results/2023-11-23
25/11/2023,2023,2,8,12,28,34,47,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-25
28/11/2023,2023,3,14,20,30,38,42,"14,213,450",1,https://lottery.hk/en/mark-six/results/2023-11-28
30/11/2023,2023,7,12,32,34,36,39,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-11-30
2/12/2023,2023,3,17,30,36,38,45,"15,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-02
5/12/2023,2023,9,16,23,38,39,41,"21,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-05
7/12/2023,2023,27,28,37,38,43,45,"29,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-07
9/12/2023,2023,2,3,4,31,46,49,"38,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-09
12/12/2023,2023,3,10,20,24,27,42,"50,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-12
14/12/2023,2023,3,4,11,37,44,48,"66,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-14
19/12/2023,2023,4,9,13,33,35,46,"61,757,860",1.5,https://lottery.hk/en/mark-six/results/2023-12-19
21/12/2023,2023,1,10,12,33,46,49,"8,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-21
24/12/2023,2023,2,8,16,19,37,49,"13,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-24
28/12/2023,2023,11,18,27,29,34,45,"20,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-28
30/12/2023,2023,5,8,19,25,41,48,"29,000,000",0,https://lottery.hk/en/mark-six/results/2023-12-30
3/1/2024,2024,2,3,19,34,37,46,"80,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-03
6/1/2024,2024,1,4,24,31,33,34,"73,616,970",1.5,https://lottery.hk/en/mark-six/results/2024-01-06
9/1/2024,2024,3,9,16,19,33,35,"8,000,000",1,https://lottery.hk/en/mark-six/results/2024-01-09
11/1/2024,2024,3,6,8,26,29,38,"8,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-11
14/1/2024,2024,3,17,18,36,38,39,"13,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-14
16/1/2024,2024,1,6,8,27,41,47,"20,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-16
18/1/2024,2024,2,10,17,46,47,49,"30,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-18
20/1/2024,2024,3,25,31,40,43,48,"41,969,540",1,https://lottery.hk/en/mark-six/results/2024-01-20
23/1/2024,2024,2,6,7,14,30,43,"8,000,000",0,https://lottery.hk/en/mark-six/results/2024-01-23
25/1/2024,2024,2,5,15,32,45,49,"14,132,260",1,https://lottery.hk/en/mark-six/results/2024-01-25
27/1/2024,2024,1,8,13,19,34,47,"8,000,000",1,https://lottery.hk/en/mark-six/results/2024-01-27
30/1/2024,2024,8,20,21,29,30,49,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2024-01-30
1/2/2024,2024,4,12,15,23,24,31,"9,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-01
3/2/2024,2024,3,7,21,32,36,47,"18,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-03
6/2/2024,2024,15,18,19,38,41,49,"25,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-06
8/2/2024,2024,5,7,9,20,22,25,"34,474,930",0.5,https://lottery.hk/en/mark-six/results/2024-02-08
14/2/2024,2024,10,12,13,24,25,48,"82,413,940",1.5,https://lottery.hk/en/mark-six/results/2024-02-14
17/2/2024,2024,9,23,26,27,36,41,"8,000,000",1,https://lottery.hk/en/mark-six/results/2024-02-17
20/2/2024,2024,10,26,27,29,30,45,"8,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-20
22/2/2024,2024,22,25,33,34,35,39,"14,341,020",1,https://lottery.hk/en/mark-six/results/2024-02-22
24/2/2024,2024,2,7,24,29,30,36,"8,000,000",0.5,https://lottery.hk/en/mark-six/results/2024-02-24
27/2/2024,2024,3,11,12,22,24,26,"9,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-27
29/2/2024,2024,5,13,16,36,39,41,"14,000,000",0,https://lottery.hk/en/mark-six/results/2024-02-29
2/3/2024,2024,7,23,31,35,43,46,"25,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-02
5/3/2024,2024,11,24,34,36,39,42,"36,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-05
7/3/2024,2024,5,22,30,31,32,39,"48,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-07
9/3/2024,2024,4,5,8,21,32,42,"64,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-09
12/3/2024,2024,13,16,18,24,32,43,"88,597,560",0.5,https://lottery.hk/en/mark-six/results/2024-03-12
14/3/2024,2024,6,23,24,31,34,49,"54,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-14
17/3/2024,2024,1,8,13,23,40,44,"76,086,400",1,https://lottery.hk/en/mark-six/results/2024-03-17
19/3/2024,2024,7,8,29,30,36,48,"8,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-19
21/3/2024,2024,6,19,20,34,39,42,"7,675,880",2,https://lottery.hk/en/mark-six/results/2024-03-21
23/3/2024,2024,11,18,24,35,42,46,"8,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-23
26/3/2024,2024,6,11,12,18,24,42,"15,000,000",0,https://lottery.hk/en/mark-six/results/2024-03-26
28/3/2024,2024,2,9,15,20,39,48,"22,142,760",1,https://lottery.hk/en/mark-six/results/2024-03-28
30/3/2024,2024,2,6,18,22,36,39,"41,051,450",0.5,https://lottery.hk/en/mark-six/results/2024-03-30
